subj,block,goals,perfs,emots
92,3,4,3,1.0
92,4,3,4,1.3333333333333333
92,5,3,5,1.6666666666666667
92,6,3,2,0.3333333333333333
92,7,2,3,0.6666666666666666
92,8,2,4,1.6666666666666667
92,9,3,4,1.3333333333333333
92,10,30,4,0.6666666666666666
92,11,3,4,1.6666666666666667
92,12,3,3,1.0
92,13,2,4,1.3333333333333333
92,14,3,1,0.3333333333333333
92,15,2,4,1.3333333333333333
92,16,3,2,-0.3333333333333333
92,17,2,4,1.6666666666666667
92,18,3,3,1.6666666666666667
92,19,3,4,2.0
92,20,3,3,1.3333333333333333
93,1,7,7,2.6666666666666665
93,2,7,9,2.6666666666666665
93,3,7,6,1.3333333333333333
93,4,7,8,2.6666666666666665
93,5,7,6,2.6666666666666665
93,6,7,11,2.6666666666666665
93,7,7,11,2.6666666666666665
93,8,8,8,2.6666666666666665
93,9,8,9,2.6666666666666665
93,10,8,10,2.6666666666666665
93,11,8,4,1.3333333333333333
93,12,8,13,2.6666666666666665
93,13,9,10,2.6666666666666665
93,14,9,12,2.6666666666666665
93,15,10,11,2.6666666666666665
93,16,10,9,2.6666666666666665
93,17,9,10,2.6666666666666665
93,18,9,10,2.6666666666666665
93,19,9,9,2.6666666666666665
93,20,9,8,2.6666666666666665
94,1,5,9,2.6666666666666665
94,2,6,9,2.333333333333333
94,3,7,9,2.0
94,4,7,12,2.0
94,5,8,12,1.6666666666666667
94,6,9,11,2.0
94,7,9,9,2.6666666666666665
94,8,9,12,2.0
94,9,9,12,2.0
94,10,10,12,2.0
94,11,10,9,1.6666666666666667
94,12,9,9,2.0
94,13,9,12,2.0
94,14,9,10,2.0
94,15,9,10,1.6666666666666667
94,16,9,12,2.0
94,17,9,11,1.6666666666666667
94,18,9,11,1.6666666666666667
94,19,10,11,2.0
94,20,10,12,2.6666666666666665
95,1,5,8,2.6666666666666665
95,2,6,6,2.333333333333333
95,3,5,5,2.333333333333333
95,4,4,6,2.333333333333333
95,5,4,6,2.333333333333333
95,6,5,9,2.333333333333333
95,7,6,9,2.333333333333333
95,8,6,10,2.333333333333333
95,9,7,8,2.333333333333333
95,10,7,10,2.0
95,11,8,9,2.0
95,12,7,8,2.0
95,13,7,8,1.6666666666666667
95,14,6,7,1.6666666666666667
95,15,5,7,1.3333333333333333
95,16,5,7,1.3333333333333333
95,17,6,7,1.3333333333333333
95,18,5,8,1.0
95,19,6,9,1.0
95,20,6,7,1.0
96,1,3,7,1.3333333333333333
96,2,5,10,1.6666666666666667
96,3,7,9,1.3333333333333333
96,4,8,8,1.6666666666666667
96,5,8,9,1.3333333333333333
96,6,8,11,2.0
96,7,8,11,2.0
96,8,8,10,2.0
96,9,8,10,2.0
96,10,9,11,1.6666666666666667
96,11,9,11,1.6666666666666667
96,12,10,10,2.0
96,13,10,9,1.6666666666666667
96,14,8,9,2.0
96,15,8,10,1.6666666666666667
96,16,9,10,1.6666666666666667
96,17,9,8,1.3333333333333333
96,18,7,8,1.3333333333333333
96,19,8,10,1.3333333333333333
96,20,7,10,1.6666666666666667
97,1,6,9,1.3333333333333333
97,2,8,7,-0.6666666666666666
97,3,7,10,1.3333333333333333
97,4,8,9,1.0
97,5,8,10,1.6666666666666667
97,6,8,8,1.3333333333333333
97,7,8,8,1.3333333333333333
97,8,8,9,2.333333333333333
97,9,8,8,1.3333333333333333
97,10,8,9,2.333333333333333
97,11,8,9,2.0
97,12,8,6,-1.3333333333333333
97,13,8,10,1.3333333333333333
97,14,8,9,2.333333333333333
97,15,8,9,2.333333333333333
97,16,8,10,2.333333333333333
97,17,8,9,2.0
97,18,8,12,2.6666666666666665
97,19,8,13,2.333333333333333
97,20,9,10,2.333333333333333
98,1,5,3,0.0
98,2,3,4,0.0
98,3,2,3,0.0
98,4,2,3,0.6666666666666666
98,5,2,4,0.0
98,6,2,6,1.0
98,7,3,5,0.6666666666666666
98,8,3,4,0.6666666666666666
98,9,2,7,1.3333333333333333
98,10,3,6,1.0
98,11,4,7,1.0
98,12,4,4,1.0
98,13,4,7,1.0
98,14,4,6,1.0
98,15,4,3,0.6666666666666666
98,16,3,7,1.0
98,17,4,4,1.0
98,18,4,8,1.0
98,19,4,6,1.0
98,20,4,8,1.0
99,1,10,11,2.333333333333333
99,2,10,11,2.333333333333333
99,3,10,12,2.0
99,4,11,12,2.0
99,5,10,11,1.6666666666666667
99,6,11,13,1.6666666666666667
99,7,11,12,1.6666666666666667
99,8,11,12,1.3333333333333333
99,9,11,12,1.6666666666666667
99,10,11,11,1.0
99,11,10,11,1.0
99,12,10,12,1.0
99,13,11,13,1.0
99,14,11,11,1.0
99,15,11,12,1.0
99,16,11,13,0.3333333333333333
99,17,11,12,0.6666666666666666
99,18,11,13,0.6666666666666666
99,19,11,12,0.0
99,20,11,11,0.3333333333333333
100,1,7,9,1.0
100,2,8,11,1.6666666666666667
100,3,9,11,1.6666666666666667
100,4,10,12,1.3333333333333333
100,5,10,12,1.6666666666666667
100,6,11,10,1.3333333333333333
100,7,11,13,1.3333333333333333
100,8,11,13,1.3333333333333333
100,9,11,13,1.3333333333333333
100,10,12,11,1.3333333333333333
100,11,12,11,1.0
100,12,12,12,1.3333333333333333
100,13,11,13,1.3333333333333333
100,14,11,13,1.3333333333333333
100,15,12,13,1.3333333333333333
100,16,12,13,1.3333333333333333
100,17,11,12,1.3333333333333333
100,18,11,13,1.3333333333333333
100,19,12,13,1.3333333333333333
100,20,12,14,1.3333333333333333
101,1,5,10,1.0
101,2,7,9,2.0
101,3,7,10,2.333333333333333
101,4,7,11,2.6666666666666665
101,5,9,12,2.6666666666666665
101,6,9,9,2.333333333333333
101,7,9,13,2.6666666666666665
101,8,9,9,1.3333333333333333
101,9,8,10,2.6666666666666665
101,10,8,12,2.6666666666666665
101,11,9,12,2.6666666666666665
101,12,9,7,2.0
101,13,8,11,2.6666666666666665
101,14,9,11,2.6666666666666665
101,15,9,12,2.6666666666666665
101,16,10,11,2.6666666666666665
101,17,9,11,2.6666666666666665
101,18,9,14,2.6666666666666665
101,19,10,13,2.6666666666666665
101,20,10,10,2.333333333333333
102,1,15,11,2.6666666666666665
102,2,11,11,2.6666666666666665
102,3,11,12,3.0
102,4,11,12,3.0
102,5,11,12,2.6666666666666665
102,6,11,14,2.6666666666666665
102,7,13,15,2.6666666666666665
102,8,12,14,2.6666666666666665
102,9,12,14,2.6666666666666665
102,10,13,13,2.6666666666666665
102,11,12,12,2.6666666666666665
102,12,12,11,2.6666666666666665
102,13,12,14,2.6666666666666665
102,14,13,15,2.6666666666666665
102,15,13,14,2.6666666666666665
102,16,14,15,2.6666666666666665
102,17,13,14,2.6666666666666665
102,18,13,14,2.333333333333333
102,19,13,14,2.333333333333333
102,20,13,14,2.333333333333333
103,1,10,5,1.0
103,2,4,3,0.3333333333333333
103,3,3,6,1.6666666666666667
103,4,4,6,2.0
103,5,4,5,2.0
103,6,4,3,0.3333333333333333
103,7,4,6,2.0
103,8,4,5,2.0
103,9,5,6,1.6666666666666667
103,10,5,5,1.6666666666666667
103,11,5,5,1.6666666666666667
103,12,5,6,2.333333333333333
103,13,5,4,1.0
103,14,4,6,2.0
103,15,4,6,1.6666666666666667
103,16,4,6,2.0
103,17,5,6,1.3333333333333333
103,18,5,6,1.6666666666666667
103,19,5,6,2.0
103,20,5,5,1.0
104,1,8,5,-1.3333333333333333
104,2,6,8,0.6666666666666666
104,3,8,8,0.6666666666666666
104,4,8,8,-0.3333333333333333
104,5,8,6,-0.6666666666666666
104,6,6,8,-0.3333333333333333
104,7,7,8,-0.3333333333333333
104,8,7,8,0.0
104,9,8,7,0.0
104,10,7,8,0.0
104,11,7,8,1.0
104,12,8,7,-0.6666666666666666
104,13,7,7,-0.3333333333333333
104,14,7,6,-0.6666666666666666
104,15,6,8,0.3333333333333333
104,16,6,7,0.6666666666666666
104,17,6,6,1.0
104,18,6,7,0.6666666666666666
104,19,6,7,1.0
104,20,6,7,1.0
105,1,3,4,1.6666666666666667
105,2,4,6,2.0
105,3,5,9,2.333333333333333
105,4,6,7,2.333333333333333
105,5,7,8,2.6666666666666665
105,6,8,11,1.6666666666666667
105,7,9,10,1.3333333333333333
105,8,10,9,0.6666666666666666
105,9,9,11,2.6666666666666665
105,10,10,8,1.0
105,11,10,6,-0.6666666666666666
105,12,9,9,1.6666666666666667
105,13,9,9,2.333333333333333
105,14,9,11,2.6666666666666665
105,15,10,14,2.6666666666666665
105,16,10,6,0.3333333333333333
105,17,9,9,2.333333333333333
105,18,9,10,3.0
105,19,9,11,2.333333333333333
105,20,9,10,2.333333333333333
106,1,3,1,1.0
106,2,3,1,0.3333333333333333
106,3,3,2,0.3333333333333333
106,4,2,4,0.3333333333333333
106,5,2,3,0.3333333333333333
106,6,3,2,0.3333333333333333
106,7,2,2,0.3333333333333333
106,8,2,4,0.0
106,9,2,4,0.6666666666666666
106,10,2,3,0.3333333333333333
106,11,2,0,0.0
106,12,2,3,-0.3333333333333333
106,13,2,2,-0.3333333333333333
106,14,2,3,-0.3333333333333333
106,15,2,4,0.3333333333333333
106,16,2,3,0.0
106,17,2,5,0.3333333333333333
106,18,2,2,0.3333333333333333
106,19,2,3,0.3333333333333333
106,20,4,1,0.6666666666666666
107,1,7,6,1.0
107,2,6,8,1.3333333333333333
107,3,6,10,1.3333333333333333
107,4,8,7,1.0
107,5,6,11,1.3333333333333333
107,6,8,11,1.3333333333333333
107,7,9,11,1.6666666666666667
107,8,10,9,0.6666666666666666
107,9,9,9,1.3333333333333333
107,10,9,11,1.3333333333333333
107,11,10,10,1.3333333333333333
107,12,11,14,1.3333333333333333
107,13,12,10,0.3333333333333333
107,14,11,12,1.3333333333333333
107,15,12,10,0.3333333333333333
107,16,11,7,-0.3333333333333333
107,17,9,7,-1.0
107,18,8,13,1.0
107,19,12,9,0.0
107,20,10,8,0.0
108,1,5,11,2.333333333333333
108,2,7,7,1.6666666666666667
108,3,6,10,1.3333333333333333
108,4,6,3,1.3333333333333333
108,5,6,9,1.3333333333333333
108,6,6,11,1.6666666666666667
108,7,6,9,1.6666666666666667
108,8,6,7,1.6666666666666667
108,9,6,6,1.6666666666666667
108,10,6,10,1.6666666666666667
108,11,6,8,1.6666666666666667
108,12,6,10,1.3333333333333333
108,13,6,12,1.3333333333333333
108,14,7,9,1.3333333333333333
108,15,6,11,1.3333333333333333
108,16,6,7,1.3333333333333333
108,17,6,12,1.3333333333333333
108,18,6,13,1.3333333333333333
108,19,7,13,1.3333333333333333
108,20,7,10,1.3333333333333333
109,1,7,5,2.0
109,2,5,8,2.333333333333333
109,3,5,4,2.0
109,4,5,6,2.333333333333333
109,5,6,7,2.333333333333333
109,6,6,6,2.333333333333333
109,7,6,11,2.6666666666666665
109,8,7,9,2.333333333333333
109,9,7,8,2.333333333333333
109,10,8,7,2.0
109,11,7,7,2.333333333333333
109,12,7,9,2.333333333333333
109,13,7,8,2.333333333333333
109,14,7,8,2.333333333333333
109,15,7,8,2.333333333333333
109,16,7,7,2.333333333333333
109,17,7,8,2.0
109,18,7,7,2.0
109,19,8,6,2.0
109,20,7,8,2.0
110,1,5,9,-0.3333333333333333
110,2,6,6,-0.3333333333333333
110,3,6,8,-1.0
110,4,6,9,-0.6666666666666666
110,5,6,7,-0.6666666666666666
110,6,6,9,-0.6666666666666666
110,7,6,12,0.0
110,8,6,9,-0.6666666666666666
110,9,6,9,-0.6666666666666666
110,10,6,9,-0.6666666666666666
110,11,6,7,-0.6666666666666666
110,12,6,8,-0.6666666666666666
110,13,6,8,-0.6666666666666666
110,14,6,8,-0.6666666666666666
110,15,6,7,-0.6666666666666666
110,16,6,8,-1.0
110,17,6,11,-1.0
110,18,6,12,-1.0
110,19,6,10,-1.0
110,20,6,10,0.0
111,1,6,11,1.6666666666666667
111,2,8,10,1.0
111,3,8,9,2.0
111,4,8,8,2.0
111,5,8,8,1.3333333333333333
111,6,7,6,0.6666666666666666
111,7,8,5,0.0
111,8,5,11,1.6666666666666667
111,9,8,10,0.3333333333333333
111,10,7,8,1.3333333333333333
111,11,7,11,1.6666666666666667
111,12,8,10,2.0
111,13,8,12,2.0
111,14,8,9,2.0
111,15,8,8,1.6666666666666667
111,16,8,10,1.6666666666666667
111,17,8,11,0.6666666666666666
111,18,8,10,1.0
111,19,8,9,1.6666666666666667
111,20,7,9,2.6666666666666665
112,1,5,6,1.0
112,2,6,6,1.0
112,3,6,9,1.3333333333333333
112,4,7,10,1.3333333333333333
112,5,7,8,1.3333333333333333
112,6,8,10,1.0
112,7,7,11,1.3333333333333333
112,8,9,10,1.3333333333333333
112,9,8,9,0.0
112,10,8,9,1.3333333333333333
112,11,8,12,1.3333333333333333
112,12,10,11,0.6666666666666666
112,13,9,9,1.0
112,14,8,9,1.0
112,15,8,8,0.6666666666666666
112,16,8,9,0.6666666666666666
112,17,8,12,1.6666666666666667
112,18,10,13,1.6666666666666667
112,19,11,12,0.6666666666666666
112,20,12,13,1.0
113,1,10,10,1.3333333333333333
113,2,11,8,2.0
113,3,8,11,1.6666666666666667
113,4,10,13,2.0
113,5,10,11,2.0
113,6,10,10,2.0
113,7,10,12,1.6666666666666667
113,8,10,10,2.0
113,9,10,10,2.0
113,10,10,10,2.333333333333333
113,11,10,10,1.0
113,12,10,12,2.0
113,13,10,6,2.0
113,14,10,12,2.6666666666666665
113,15,10,10,2.0
113,16,10,8,2.6666666666666665
113,17,10,8,2.0
113,18,10,7,1.3333333333333333
113,19,10,6,2.0
113,20,10,10,2.6666666666666665
114,1,8,8,0.6666666666666666
114,2,7,8,0.6666666666666666
114,3,8,10,0.6666666666666666
114,4,9,7,0.6666666666666666
114,5,7,7,0.3333333333333333
114,6,7,11,0.6666666666666666
114,7,7,8,0.6666666666666666
114,8,7,10,0.6666666666666666
114,9,7,10,0.6666666666666666
114,10,7,10,0.6666666666666666
114,11,7,9,0.6666666666666666
114,12,7,13,0.6666666666666666
114,13,7,12,0.6666666666666666
114,14,7,10,0.6666666666666666
114,15,8,10,0.6666666666666666
114,16,7,8,-1.0
114,17,7,13,1.0
114,18,9,11,0.6666666666666666
114,19,9,13,1.0
114,20,10,11,0.6666666666666666
115,1,4,5,1.3333333333333333
115,2,4,3,1.3333333333333333
115,3,4,6,1.6666666666666667
115,4,5,3,1.3333333333333333
115,5,4,3,0.3333333333333333
115,6,3,3,1.3333333333333333
115,7,3,3,0.6666666666666666
115,8,4,4,1.6666666666666667
115,9,4,5,1.3333333333333333
115,10,4,5,1.6666666666666667
115,11,4,4,1.3333333333333333
115,12,4,6,1.6666666666666667
115,13,5,4,1.0
115,14,4,5,1.0
115,15,4,5,1.3333333333333333
115,16,5,6,1.6666666666666667
115,17,5,6,1.6666666666666667
115,18,4,6,1.6666666666666667
115,19,5,5,1.6666666666666667
115,20,5,3,1.3333333333333333
116,1,3,2,0.3333333333333333
116,2,2,6,1.0
116,3,3,5,1.0
116,4,3,5,1.0
116,5,4,4,1.0
116,6,4,5,1.0
116,7,5,5,1.0
116,8,4,5,1.0
116,9,4,4,1.0
116,10,4,5,1.0
116,11,4,4,1.0
116,12,4,5,1.0
116,13,5,5,1.0
116,14,5,5,1.0
116,15,4,4,1.0
116,16,4,4,1.0
116,17,4,4,1.0
116,18,4,4,1.0
116,19,4,5,1.0
116,20,4,5,1.0
117,1,6,9,2.6666666666666665
117,2,6,6,2.6666666666666665
117,3,6,8,2.6666666666666665
117,4,7,7,2.6666666666666665
117,5,7,7,2.6666666666666665
117,6,7,6,1.6666666666666667
117,7,6,8,1.6666666666666667
117,8,7,8,1.0
117,9,7,9,2.6666666666666665
117,10,7,8,1.6666666666666667
117,11,8,6,1.3333333333333333
117,12,6,7,1.3333333333333333
117,13,6,7,1.6666666666666667
117,14,6,8,1.6666666666666667
117,15,7,8,1.6666666666666667
117,16,7,7,1.6666666666666667
117,17,7,7,1.3333333333333333
117,18,7,6,1.6666666666666667
117,19,6,5,1.6666666666666667
117,20,5,6,1.6666666666666667
118,1,6,7,0.6666666666666666
118,2,6,9,1.3333333333333333
118,3,7,10,1.6666666666666667
118,4,8,10,1.3333333333333333
118,5,9,9,1.6666666666666667
118,6,9,10,0.6666666666666666
118,7,9,7,0.0
118,8,7,8,1.0
118,9,8,8,1.3333333333333333
118,10,8,9,1.3333333333333333
118,11,9,8,-0.3333333333333333
118,12,8,7,-1.0
118,13,7,8,1.0
118,14,8,10,1.3333333333333333
118,15,9,11,1.6666666666666667
118,16,10,9,0.0
118,17,9,8,-0.3333333333333333
118,18,8,10,1.3333333333333333
118,19,9,9,1.6666666666666667
118,20,9,8,0.0
119,1,5,6,2.0
119,2,5,2,1.3333333333333333
119,3,3,3,1.0
119,4,3,4,1.0
119,5,4,6,1.0
119,6,5,5,1.0
119,7,5,3,0.6666666666666666
119,8,4,6,1.0
119,9,5,8,1.0
119,10,6,6,1.0
119,11,6,2,0.6666666666666666
119,12,4,5,0.6666666666666666
119,13,5,3,0.3333333333333333
119,14,4,4,0.3333333333333333
119,15,5,5,0.3333333333333333
119,16,5,6,1.0
119,17,6,3,1.0
119,18,3,3,1.0
119,19,4,5,1.0
119,20,5,5,1.0
120,1,9,11,0.0
120,2,10,12,0.0
120,3,11,12,-0.3333333333333333
120,4,11,11,0.3333333333333333
120,5,12,11,-1.0
120,6,10,13,0.0
120,7,12,13,0.0
120,8,12,13,0.0
120,9,12,15,-0.3333333333333333
120,10,13,15,0.0
120,11,13,14,-0.3333333333333333
120,12,13,15,0.0
120,13,14,16,0.3333333333333333
120,14,14,15,-0.3333333333333333
120,15,14,15,-0.3333333333333333
120,16,14,14,-0.6666666666666666
120,17,13,14,-0.6666666666666666
120,18,13,14,-0.6666666666666666
120,19,12,14,-1.0
120,20,12,15,0.3333333333333333
121,1,7,12,1.6666666666666667
121,2,8,12,2.6666666666666665
121,3,10,12,3.0
121,4,10,14,3.0
121,5,11,13,3.0
121,6,12,13,3.0
121,7,12,14,2.6666666666666665
121,8,12,13,3.0
121,9,12,14,3.0
121,10,12,12,2.0
121,11,12,10,1.3333333333333333
121,12,12,13,3.0
121,13,12,14,3.0
121,14,12,14,3.0
121,15,12,13,3.0
121,16,12,12,3.0
121,17,12,14,3.0
121,18,12,12,3.0
121,19,14,14,3.0
121,20,13,14,3.0
122,1,4,4,1.6666666666666667
122,2,4,5,2.0
122,3,5,4,-1.0
122,4,4,3,-2.0
122,5,4,6,1.3333333333333333
122,6,5,8,2.6666666666666665
122,7,6,6,2.0
122,8,6,9,2.333333333333333
122,9,7,8,2.333333333333333
122,10,7,8,2.6666666666666665
122,11,7,8,2.333333333333333
122,12,8,8,2.6666666666666665
122,13,7,7,1.6666666666666667
122,14,7,7,1.6666666666666667
122,15,7,7,1.3333333333333333
122,16,6,7,1.0
122,17,7,8,1.6666666666666667
122,18,7,8,2.6666666666666665
122,19,7,8,2.6666666666666665
122,20,7,9,2.6666666666666665
123,1,10,4,-1.6666666666666667
123,2,5,7,-1.3333333333333333
123,3,5,9,-1.3333333333333333
123,4,5,9,-1.0
123,5,6,9,-1.0
123,6,5,9,-1.0
123,7,6,7,-1.0
123,8,6,9,-1.0
123,9,6,7,-1.0
123,10,5,8,-1.3333333333333333
123,11,1,1,-1.0
123,12,5,5,-1.0
123,13,5,5,-1.6666666666666667
123,14,5,6,-2.333333333333333
123,15,5,10,-1.6666666666666667
123,16,5,12,-1.6666666666666667
123,17,5,8,-1.6666666666666667
123,18,5,11,-2.0
123,19,5,11,-2.0
123,20,5,7,-1.6666666666666667
124,1,6,12,2.333333333333333
124,2,10,10,2.0
124,3,7,9,2.333333333333333
124,4,8,10,2.333333333333333
124,5,8,8,3.0
124,6,6,9,3.0
124,7,7,10,3.0
124,8,8,10,3.0
124,9,8,11,3.0
124,10,9,11,3.0
124,11,9,11,3.0
124,12,9,11,3.0
124,13,10,11,3.0
124,14,8,11,3.0
124,15,8,7,3.0
124,16,7,12,3.0
124,17,10,9,3.0
124,18,7,8,3.0
124,19,7,13,3.0
124,20,7,9,3.0
125,1,10,17,2.0
125,2,15,17,2.0
125,3,15,20,2.0
125,4,15,18,2.0
125,5,15,18,2.0
125,6,15,18,2.0
125,7,15,18,2.0
125,8,15,19,2.0
125,9,15,16,1.6666666666666667
125,10,15,18,2.0
125,11,15,18,2.0
125,12,15,16,2.0
125,13,15,16,2.0
125,14,15,17,2.0
125,15,15,19,2.0
125,16,15,18,2.0
125,17,15,18,2.0
125,18,15,18,2.0
125,19,15,15,2.0
125,20,15,15,2.0
126,1,2,3,0.0
126,2,2,1,-1.0
126,3,1,4,0.0
126,4,3,3,0.0
126,5,3,6,0.0
126,6,4,4,0.3333333333333333
126,7,4,5,0.3333333333333333
126,8,4,1,-0.3333333333333333
126,9,4,5,0.3333333333333333
126,10,4,5,0.0
126,11,4,5,0.0
126,12,4,2,0.0
126,13,4,3,-0.3333333333333333
126,14,3,6,0.3333333333333333
126,15,4,4,0.3333333333333333
126,16,4,4,0.3333333333333333
126,17,4,6,0.6666666666666666
126,18,5,3,0.3333333333333333
126,19,4,4,0.6666666666666666
126,20,4,2,0.0
127,1,6,10,2.6666666666666665
127,2,9,11,2.6666666666666665
127,3,10,11,2.6666666666666665
127,4,10,13,2.6666666666666665
127,5,11,10,2.6666666666666665
127,6,11,11,2.6666666666666665
127,7,11,12,2.6666666666666665
127,8,11,12,2.6666666666666665
127,9,11,12,2.6666666666666665
127,10,12,11,2.6666666666666665
127,11,12,13,2.6666666666666665
127,12,12,11,2.6666666666666665
127,13,12,14,2.6666666666666665
127,14,12,10,2.6666666666666665
127,15,11,12,2.6666666666666665
127,16,12,12,2.6666666666666665
127,17,12,11,2.6666666666666665
127,18,12,12,2.6666666666666665
127,19,12,11,2.6666666666666665
127,20,11,12,2.6666666666666665
128,1,8,10,2.333333333333333
128,2,9,11,3.0
128,3,10,10,2.333333333333333
128,4,10,11,2.333333333333333
128,5,10,10,2.333333333333333
128,6,11,11,2.333333333333333
128,7,10,12,2.333333333333333
128,8,10,11,2.333333333333333
128,9,11,9,1.6666666666666667
128,10,10,11,2.0
128,11,10,11,2.333333333333333
128,12,10,12,2.333333333333333
128,13,11,13,2.333333333333333
128,14,11,12,2.333333333333333
128,15,11,11,2.333333333333333
128,16,10,12,2.333333333333333
128,17,11,13,2.0
128,18,11,12,2.0
128,19,11,11,2.0
128,20,10,11,2.333333333333333
129,1,3,6,2.6666666666666665
129,2,5,6,2.6666666666666665
129,3,6,6,1.3333333333333333
129,4,6,6,2.6666666666666665
129,5,5,6,1.3333333333333333
129,6,5,6,2.6666666666666665
129,7,5,7,1.6666666666666667
129,8,5,6,1.3333333333333333
129,9,5,6,1.0
129,10,5,6,2.6666666666666665
129,11,5,6,2.6666666666666665
129,12,5,5,2.333333333333333
129,13,5,6,1.3333333333333333
129,14,5,7,1.6666666666666667
129,15,5,5,2.333333333333333
129,16,5,5,1.3333333333333333
129,17,5,5,1.3333333333333333
129,18,5,5,2.333333333333333
129,19,5,5,1.6666666666666667
129,20,5,5,2.6666666666666665
130,1,8,3,2.0
130,2,5,4,2.0
130,3,3,5,2.0
130,4,4,2,1.0
130,5,3,4,2.0
130,6,4,8,2.333333333333333
130,7,4,6,2.333333333333333
130,8,5,4,2.333333333333333
130,9,4,7,2.333333333333333
130,10,7,7,2.333333333333333
130,11,7,6,2.333333333333333
130,12,7,12,2.333333333333333
130,13,7,4,1.6666666666666667
130,14,7,5,2.0
130,15,7,7,2.0
130,16,8,11,2.333333333333333
130,17,10,5,2.0
130,18,7,7,2.0
130,19,8,9,2.333333333333333
130,20,9,12,2.333333333333333
131,1,7,7,1.3333333333333333
131,2,6,8,1.6666666666666667
131,3,8,11,2.0
131,4,7,8,2.0
131,5,6,9,2.333333333333333
131,6,8,9,2.333333333333333
131,7,8,9,2.0
131,8,7,9,2.0
131,9,9,10,2.333333333333333
131,10,8,9,2.6666666666666665
131,11,6,9,2.6666666666666665
131,12,8,10,2.333333333333333
131,13,6,7,2.0
131,14,9,9,2.0
131,15,7,8,2.0
131,16,8,10,1.6666666666666667
131,17,7,8,2.0
131,18,7,8,1.6666666666666667
131,19,6,6,1.3333333333333333
131,20,7,7,1.3333333333333333
132,1,5,5,1.0
132,2,5,2,0.0
132,3,3,2,0.6666666666666666
132,4,3,3,0.0
132,5,5,3,1.3333333333333333
132,6,5,2,1.0
132,7,3,4,1.0
132,8,4,5,1.0
132,9,4,5,1.0
132,10,4,5,1.0
132,11,4,4,1.0
132,12,4,4,1.0
132,13,4,6,1.0
132,14,4,5,1.0
132,15,4,5,1.0
132,16,4,5,1.0
132,17,5,4,1.0
132,18,4,6,1.0
132,19,4,4,-2.0
132,20,4,6,-1.0
133,1,1,3,0.0
133,2,2,3,0.0
133,3,2,6,0.0
133,4,3,4,0.0
133,5,3,4,0.0
133,6,3,6,-0.6666666666666666
133,7,3,2,-2.0
133,8,3,4,-2.0
133,9,3,5,-1.6666666666666667
133,10,4,5,-1.6666666666666667
133,11,4,2,-2.0
133,12,3,5,-1.6666666666666667
133,13,4,6,-1.6666666666666667
133,14,3,3,-1.6666666666666667
133,15,3,5,-1.6666666666666667
133,16,3,5,-2.0
133,17,3,4,-2.0
133,18,3,1,-2.6666666666666665
133,19,3,4,-1.6666666666666667
133,20,3,6,-1.6666666666666667
134,1,5,4,-2.6666666666666665
134,2,4,5,-2.6666666666666665
134,3,4,4,-2.6666666666666665
134,4,4,4,-2.6666666666666665
134,5,4,4,-2.6666666666666665
134,6,4,3,-2.6666666666666665
134,7,3,5,-2.6666666666666665
134,8,4,3,-2.6666666666666665
134,9,3,6,-2.6666666666666665
134,10,4,4,-2.6666666666666665
134,11,4,2,-2.6666666666666665
134,12,3,5,-2.6666666666666665
134,13,4,6,-2.6666666666666665
134,14,4,6,-2.6666666666666665
134,15,5,5,-2.6666666666666665
134,16,4,3,-2.6666666666666665
134,17,3,4,-2.6666666666666665
134,18,4,4,-2.6666666666666665
134,19,4,5,-2.6666666666666665
134,20,5,4,-2.6666666666666665
135,1,11,12,-0.3333333333333333
135,2,11,11,-0.6666666666666666
135,3,11,11,-1.3333333333333333
135,4,10,7,-1.6666666666666667
135,5,9,10,-1.6666666666666667
135,6,9,9,-1.3333333333333333
135,7,9,12,-0.6666666666666666
135,8,11,12,-1.0
135,9,11,12,-0.6666666666666666
135,10,11,9,-2.333333333333333
135,11,8,11,-1.0
135,12,10,10,-0.3333333333333333
135,13,10,11,0.3333333333333333
135,14,10,11,0.6666666666666666
135,15,10,11,1.0
135,16,10,10,0.3333333333333333
135,17,10,10,-0.6666666666666666
135,18,10,11,-0.6666666666666666
135,19,9,11,-0.3333333333333333
135,20,10,12,-0.3333333333333333
136,1,5,10,0.0
136,2,6,12,0.0
136,3,8,15,-0.6666666666666666
136,4,10,14,0.3333333333333333
136,5,12,15,-0.6666666666666666
136,6,11,13,-0.3333333333333333
136,7,11,14,0.3333333333333333
136,8,12,14,0.3333333333333333
136,9,12,15,0.3333333333333333
136,10,12,16,0.3333333333333333
136,11,13,15,0.3333333333333333
136,12,13,15,0.3333333333333333
136,13,13,17,0.0
136,14,14,17,0.0
136,15,14,18,0.3333333333333333
136,16,15,19,0.0
136,17,15,15,-0.3333333333333333
136,18,15,15,0.3333333333333333
136,19,15,15,0.3333333333333333
136,20,16,16,-0.3333333333333333
137,1,12,15,3.0
137,2,12,13,3.0
137,3,12,14,3.0
137,4,12,15,3.0
137,5,12,16,3.0
137,6,12,16,3.0
137,7,12,16,3.0
137,8,12,16,3.0
137,9,12,16,3.0
137,10,13,16,3.0
137,11,13,19,3.0
137,12,13,17,3.0
137,13,13,15,3.0
137,14,13,13,3.0
137,15,13,16,3.0
137,16,13,17,3.0
137,17,13,14,3.0
137,18,13,15,3.0
137,19,13,20,3.0
137,20,13,17,3.0
138,1,6,11,-0.6666666666666666
