subj,block,goals,perfs,emots
184,14,7,9,-1.0
184,15,7,6,-1.0
184,16,7,9,-1.0
184,17,7,9,-1.0
184,18,8,10,-1.0
184,19,8,11,-1.0
184,20,8,10,-1.0
185,1,6,8,0.6666666666666666
185,2,7,8,0.3333333333333333
185,3,7,8,1.0
185,4,8,9,1.0
185,5,8,9,0.6666666666666666
185,6,8,9,1.3333333333333333
185,7,8,9,2.333333333333333
185,8,8,9,2.333333333333333
185,9,9,9,2.333333333333333
185,10,9,10,1.3333333333333333
185,11,9,11,1.3333333333333333
185,12,9,10,1.3333333333333333
185,13,9,11,1.3333333333333333
185,14,10,10,1.3333333333333333
185,15,10,11,1.6666666666666667
185,16,10,10,1.6666666666666667
185,17,11,12,1.3333333333333333
185,18,11,12,1.3333333333333333
185,19,11,11,1.3333333333333333
185,20,11,11,1.3333333333333333
186,1,1,2,-2.0
186,2,2,2,-1.3333333333333333
186,3,2,3,-1.6666666666666667
186,4,2,1,-1.6666666666666667
186,5,2,2,-1.6666666666666667
186,6,2,3,-1.3333333333333333
186,7,2,1,-1.3333333333333333
186,8,2,0,-1.0
186,9,2,5,-2.0
186,10,2,6,-1.6666666666666667
186,11,2,4,-1.6666666666666667
186,12,3,5,-1.6666666666666667
186,13,4,6,-1.6666666666666667
186,14,4,6,-1.6666666666666667
186,15,5,6,-1.6666666666666667
186,16,5,6,-1.6666666666666667
186,17,5,5,-1.6666666666666667
186,18,5,7,-1.6666666666666667
186,19,4,8,-1.6666666666666667
186,20,5,6,-1.6666666666666667
187,1,6,8,2.6666666666666665
187,2,7,7,2.333333333333333
187,3,6,6,2.333333333333333
187,4,6,7,2.6666666666666665
187,5,6,4,2.0
187,6,5,7,2.333333333333333
187,7,5,6,2.333333333333333
187,8,5,6,2.0
187,9,5,6,2.0
187,10,5,6,2.0
187,11,5,4,1.3333333333333333
187,12,5,7,2.333333333333333
187,13,5,6,2.333333333333333
187,14,5,7,2.333333333333333
187,15,5,10,2.6666666666666665
187,16,5,10,2.333333333333333
187,17,5,8,2.333333333333333
187,18,5,10,2.333333333333333
187,19,5,9,2.333333333333333
187,20,6,11,2.6666666666666665
188,1,4,8,2.0
188,2,5,10,2.333333333333333
188,3,6,9,2.0
188,4,5,9,2.333333333333333
188,5,5,7,2.0
188,6,5,10,2.333333333333333
188,7,6,9,2.333333333333333
188,8,6,11,2.333333333333333
188,9,6,9,2.333333333333333
188,10,5,7,1.6666666666666667
188,11,4,10,2.0
188,12,5,11,2.0
188,13,5,11,2.333333333333333
188,14,5,8,1.6666666666666667
188,15,5,9,2.0
188,16,4,10,1.6666666666666667
188,17,4,7,0.6666666666666666
188,18,3,11,1.6666666666666667
188,19,4,6,1.3333333333333333
188,20,3,8,2.0
189,1,5,8,1.0
189,2,6,6,1.3333333333333333
189,3,6,12,1.3333333333333333
189,4,10,11,1.3333333333333333
189,5,9,11,1.0
189,6,9,11,0.3333333333333333
189,7,9,11,-0.3333333333333333
189,8,10,13,-0.6666666666666666
189,9,10,13,-0.6666666666666666
189,10,10,13,-0.6666666666666666
189,11,10,13,-0.6666666666666666
189,12,10,15,-0.6666666666666666
189,13,11,12,0.3333333333333333
189,14,10,15,-0.3333333333333333
189,15,10,11,-0.3333333333333333
189,16,10,13,-0.6666666666666666
189,17,10,10,-0.3333333333333333
189,18,10,14,0.0
189,19,10,12,1.0
189,20,10,14,1.3333333333333333
190,1,8,12,2.6666666666666665
190,2,9,12,2.6666666666666665
190,3,10,10,2.333333333333333
190,4,10,15,2.6666666666666665
190,5,12,9,1.6666666666666667
190,6,10,15,2.6666666666666665
190,7,10,11,2.6666666666666665
190,8,10,15,2.6666666666666665
190,9,10,14,2.333333333333333
190,10,10,11,2.333333333333333
190,11,10,14,2.333333333333333
190,12,11,16,2.333333333333333
190,13,11,10,2.0
190,14,10,16,2.333333333333333
190,15,10,15,2.333333333333333
190,16,11,16,2.333333333333333
190,17,11,14,2.333333333333333
190,18,11,17,2.333333333333333
190,19,12,16,2.333333333333333
190,20,12,16,2.6666666666666665
191,1,10,11,3.0
191,2,12,14,3.0
191,3,12,13,2.0
191,4,10,13,2.0
191,5,10,12,0.0
191,6,10,13,3.0
191,7,10,11,3.0
191,8,10,11,3.0
191,9,5,9,3.0
191,10,10,12,3.0
191,11,10,12,3.0
191,12,10,12,3.0
191,13,10,12,3.0
191,14,10,13,3.0
191,15,5,9,1.3333333333333333
191,16,5,9,1.3333333333333333
191,17,5,10,1.3333333333333333
191,18,5,11,1.3333333333333333
191,19,10,10,1.0
191,20,5,11,1.6666666666666667
192,1,9,14,2.0
192,2,10,12,0.0
192,3,10,10,0.3333333333333333
192,4,10,11,0.0
192,5,10,11,-0.6666666666666666
192,6,10,10,-0.6666666666666666
192,7,10,11,-0.6666666666666666
192,8,10,10,-0.6666666666666666
192,9,10,9,-1.0
192,10,10,9,-0.3333333333333333
192,11,9,9,-1.0
192,12,9,9,-0.6666666666666666
192,13,9,9,-1.0
192,14,8,9,-1.0
192,15,9,9,-1.0
192,16,9,9,-1.0
192,17,9,9,-1.0
192,18,8,8,-1.0
192,19,8,9,-1.0
192,20,8,8,-1.0
193,1,3,5,2.333333333333333
193,2,4,5,2.6666666666666665
193,3,4,4,2.6666666666666665
193,4,4,7,3.0
193,5,5,6,3.0
193,6,5,5,2.6666666666666665
193,7,5,6,2.6666666666666665
193,8,5,5,2.6666666666666665
193,9,4,4,2.333333333333333
193,10,4,4,2.6666666666666665
193,11,4,3,0.6666666666666666
193,12,4,5,2.6666666666666665
193,13,4,4,2.6666666666666665
193,14,4,4,2.6666666666666665
193,15,4,3,2.6666666666666665
193,16,4,5,2.0
193,17,4,5,2.0
193,18,4,4,2.0
193,19,4,4,2.0
193,20,4,6,2.0
194,1,2,1,-3.0
194,2,2,3,-1.3333333333333333
194,3,2,1,-3.0
194,4,2,4,-0.6666666666666666
194,5,3,2,-2.333333333333333
194,6,2,5,-1.6666666666666667
194,7,3,5,-1.0
194,8,4,5,0.3333333333333333
194,9,5,3,-2.6666666666666665
194,10,2,3,-1.6666666666666667
194,11,2,4,-1.0
194,12,3,4,-2.0
194,13,3,3,-2.333333333333333
194,14,3,1,-2.6666666666666665
194,15,3,2,-2.6666666666666665
194,16,2,3,-2.333333333333333
194,17,3,0,-3.0
194,18,1,3,-2.6666666666666665
194,19,2,0,-3.0
194,20,2,4,-2.6666666666666665
195,1,4,4,0.3333333333333333
195,2,3,2,-2.0
195,3,3,3,-0.3333333333333333
195,4,3,2,-1.6666666666666667
195,5,3,2,0.3333333333333333
195,6,3,2,1.0
195,7,2,3,0.3333333333333333
195,8,2,3,1.3333333333333333
195,9,3,5,1.6666666666666667
195,10,3,2,2.0
195,11,3,7,2.0
195,12,3,4,2.333333333333333
195,13,3,6,3.0
195,14,3,8,3.0
195,15,5,6,3.0
195,16,5,9,3.0
195,17,5,3,2.6666666666666665
195,18,4,6,3.0
195,19,4,5,2.333333333333333
195,20,4,4,3.0
196,1,3,3,-0.6666666666666666
196,2,3,2,-1.0
196,3,2,4,-0.6666666666666666
196,4,2,3,-0.6666666666666666
196,5,2,3,-0.6666666666666666
196,6,3,6,-0.6666666666666666
196,7,4,6,-0.3333333333333333
196,8,6,8,0.0
196,9,8,7,-0.3333333333333333
196,10,7,5,0.0
196,11,5,8,0.0
196,12,6,8,-0.3333333333333333
196,13,7,8,0.3333333333333333
196,14,7,8,0.3333333333333333
196,15,7,8,0.3333333333333333
196,16,8,9,0.3333333333333333
196,17,8,6,0.3333333333333333
196,18,6,7,0.0
196,19,6,6,0.3333333333333333
196,20,6,5,0.0
197,1,4,5,0.3333333333333333
197,2,5,4,-0.3333333333333333
197,3,3,6,0.3333333333333333
197,4,4,4,0.3333333333333333
197,5,4,5,0.3333333333333333
197,6,5,4,-0.3333333333333333
197,7,3,5,0.3333333333333333
197,8,4,4,0.0
197,9,3,5,0.6666666666666666
197,10,4,6,0.3333333333333333
197,11,5,7,0.6666666666666666
197,12,5,4,0.0
197,13,2,6,0.3333333333333333
197,14,3,6,0.3333333333333333
197,15,4,5,0.6666666666666666
197,16,4,7,1.0
197,17,4,8,0.6666666666666666
197,18,5,8,1.0
197,19,3,7,0.6666666666666666
197,20,5,6,1.3333333333333333
198,1,6,7,2.0
198,2,7,7,1.6666666666666667
198,3,8,7,1.3333333333333333
198,4,7,8,1.6666666666666667
198,5,8,8,1.3333333333333333
198,6,8,8,0.3333333333333333
198,7,9,10,1.3333333333333333
198,8,9,8,0.6666666666666666
198,9,8,9,0.6666666666666666
198,10,9,9,1.0
198,11,8,7,0.6666666666666666
198,12,8,10,0.6666666666666666
198,13,10,11,1.0
198,14,10,10,1.0
198,15,10,12,1.0
198,16,11,11,1.0
198,17,11,9,0.0
198,18,9,9,0.6666666666666666
198,19,9,7,0.0
198,20,10,9,0.6666666666666666
199,1,6,6,2.0
199,2,7,4,2.0
199,3,7,7,2.0
199,4,8,8,2.0
199,5,9,8,2.0
199,6,9,8,2.0
199,7,9,9,2.0
199,8,10,10,2.0
199,9,11,9,2.0
199,10,11,9,2.0
199,11,11,9,2.0
199,12,11,8,2.0
199,13,11,10,2.0
199,14,11,8,2.0
199,15,11,7,2.0
199,16,11,8,2.0
199,17,11,8,2.0
199,18,11,10,2.0
199,19,11,9,2.0
199,20,11,10,2.0
200,1,8,8,1.3333333333333333
200,2,6,9,1.6666666666666667
200,3,5,8,1.6666666666666667
200,4,7,7,1.6666666666666667
200,5,5,9,1.6666666666666667
200,6,6,8,1.6666666666666667
200,7,6,6,1.6666666666666667
200,8,5,3,1.6666666666666667
200,9,5,8,1.6666666666666667
200,10,6,8,1.6666666666666667
200,11,5,7,2.0
200,12,8,8,1.6666666666666667
200,13,6,8,1.6666666666666667
200,14,7,8,1.6666666666666667
200,15,6,6,1.6666666666666667
200,16,5,5,1.6666666666666667
200,17,5,7,2.0
200,18,6,6,2.333333333333333
200,19,6,8,2.333333333333333
200,20,8,6,3.0
201,1,4,5,0.3333333333333333
201,2,4,5,0.0
201,3,5,2,-0.3333333333333333
201,4,3,7,0.3333333333333333
201,5,5,5,0.6666666666666666
201,6,5,5,0.3333333333333333
201,7,5,3,-1.0
201,8,3,3,0.0
201,9,5,2,-1.0
201,10,5,3,-1.0
201,11,3,3,0.0
201,12,3,4,0.0
201,13,5,3,0.3333333333333333
201,14,3,2,-0.3333333333333333
201,15,3,0,-1.0
201,16,3,3,0.0
201,17,3,0,-0.3333333333333333
201,18,3,0,-0.3333333333333333
201,19,2,5,0.0
201,20,3,6,0.3333333333333333
202,1,5,4,1.0
202,2,5,4,0.0
202,3,4,7,0.6666666666666666
202,4,4,5,0.3333333333333333
202,5,4,5,0.6666666666666666
202,6,4,7,1.0
202,7,5,5,1.3333333333333333
202,8,5,8,1.0
202,9,5,7,1.6666666666666667
202,10,5,9,1.6666666666666667
202,11,5,10,1.6666666666666667
202,12,5,8,1.6666666666666667
202,13,5,8,1.6666666666666667
202,14,5,10,1.6666666666666667
202,15,5,9,1.6666666666666667
202,16,5,9,1.3333333333333333
202,17,5,8,1.6666666666666667
202,18,5,8,1.0
202,19,5,5,0.6666666666666666
202,20,5,6,2.0
203,1,5,8,1.3333333333333333
203,2,6,8,1.3333333333333333
203,3,6,9,1.3333333333333333
203,4,7,10,1.0
203,5,7,10,1.0
203,6,7,10,1.0
203,7,7,10,1.3333333333333333
203,8,7,12,1.6666666666666667
203,9,8,11,1.3333333333333333
203,10,8,12,1.3333333333333333
203,11,8,8,1.0
203,12,7,11,1.3333333333333333
203,13,7,10,1.6666666666666667
203,14,7,10,1.6666666666666667
203,15,7,10,1.6666666666666667
203,16,7,9,2.0
203,17,7,10,2.0
203,18,7,11,1.6666666666666667
203,19,8,11,1.3333333333333333
203,20,8,12,0.6666666666666666
204,1,8,8,1.3333333333333333
204,2,8,8,1.0
204,3,9,9,1.3333333333333333
204,4,10,12,1.0
204,5,11,13,1.0
204,6,10,11,1.0
204,7,11,10,0.6666666666666666
204,8,10,12,1.0
204,9,11,12,1.0
204,10,12,13,1.0
204,11,12,13,0.6666666666666666
204,12,13,13,0.6666666666666666
204,13,13,12,0.6666666666666666
204,14,12,13,0.3333333333333333
204,15,13,13,0.3333333333333333
204,16,12,13,0.3333333333333333
204,17,12,13,0.3333333333333333
204,18,12,12,0.3333333333333333
204,19,12,13,1.0
204,20,12,12,1.6666666666666667
205,1,5,8,0.6666666666666666
205,2,6,8,0.0
205,3,6,7,0.3333333333333333
205,4,6,3,-0.3333333333333333
205,5,5,5,0.0
205,6,5,9,-1.0
205,7,6,11,0.0
205,8,5,8,-0.3333333333333333
205,9,6,9,0.0
205,10,7,5,-0.6666666666666666
205,11,5,6,-1.0
205,12,6,9,0.0
205,13,5,8,-1.0
205,14,6,5,-1.3333333333333333
205,15,5,6,-0.3333333333333333
205,16,6,5,-1.3333333333333333
205,17,5,3,-0.6666666666666666
205,18,4,5,-0.6666666666666666
205,19,5,6,-1.3333333333333333
205,20,6,6,0.0
206,1,5,9,0.0
206,2,7,7,0.3333333333333333
206,3,7,8,-1.3333333333333333
206,4,7,4,-2.0
206,5,5,10,-0.3333333333333333
206,6,7,6,-2.0
206,7,6,7,-1.6666666666666667
206,8,6,9,0.6666666666666666
206,9,7,7,1.0
206,10,7,9,1.0
206,11,7,7,1.0
206,12,8,8,0.3333333333333333
206,13,8,9,0.0
206,14,8,8,0.0
206,15,8,8,0.0
206,16,8,10,0.3333333333333333
206,17,8,9,0.0
206,18,8,8,0.3333333333333333
206,19,8,9,0.0
206,20,9,11,1.3333333333333333
207,1,5,7,0.3333333333333333
207,2,6,6,0.3333333333333333
207,3,6,7,0.3333333333333333
207,4,7,7,0.3333333333333333
207,5,7,7,0.3333333333333333
207,6,7,6,0.0
207,7,6,7,0.3333333333333333
207,8,7,5,0.0
207,9,6,7,0.0
207,10,6,6,0.0
207,11,6,6,0.0
207,12,5,6,0.0
207,13,5,5,0.0
207,14,5,7,0.3333333333333333
207,15,6,7,0.3333333333333333
207,16,6,8,0.3333333333333333
207,17,7,7,0.3333333333333333
207,18,7,9,0.6666666666666666
207,19,8,9,0.6666666666666666
207,20,8,6,0.3333333333333333
208,1,5,6,1.0
208,2,5,7,1.3333333333333333
208,3,6,6,1.0
208,4,6,5,-0.3333333333333333
208,5,5,7,1.0
208,6,6,4,0.0
208,7,5,9,1.0
208,8,5,8,2.0
208,9,6,8,1.0
208,10,6,7,1.0
208,11,6,8,1.3333333333333333
208,12,6,11,0.6666666666666666
208,13,6,8,1.0
208,14,6,7,1.3333333333333333
208,15,6,9,1.6666666666666667
208,16,6,6,1.0
208,17,6,12,1.3333333333333333
208,18,6,6,0.3333333333333333
208,19,6,8,1.0
208,20,6,8,1.3333333333333333
209,1,5,7,2.0
209,2,5,10,2.0
209,3,6,7,1.0
209,4,5,7,0.0
209,5,5,7,-0.3333333333333333
209,6,5,10,0.0
209,7,5,11,-0.3333333333333333
209,8,6,11,0.3333333333333333
209,9,6,11,-0.3333333333333333
209,10,6,12,0.3333333333333333
209,11,6,9,-0.3333333333333333
209,12,7,10,-0.3333333333333333
209,13,7,10,-0.3333333333333333
209,14,7,9,-0.3333333333333333
209,15,7,10,-0.6666666666666666
209,16,7,10,-0.6666666666666666
209,17,7,7,-0.6666666666666666
209,18,7,10,-0.6666666666666666
209,19,7,11,-0.3333333333333333
209,20,8,9,1.0
210,1,4,6,1.6666666666666667
210,2,4,5,1.6666666666666667
210,3,4,6,1.6666666666666667
210,4,4,3,1.3333333333333333
210,5,6,5,1.3333333333333333
210,6,5,9,2.0
210,7,6,7,1.6666666666666667
210,8,8,8,1.3333333333333333
210,9,7,13,1.3333333333333333
210,10,13,10,1.3333333333333333
210,11,4,10,1.3333333333333333
210,12,5,11,1.0
210,13,5,4,1.0
210,14,4,6,1.0
210,15,5,8,1.0
210,16,4,6,3.0
210,17,3,8,1.0
210,18,5,14,1.0
210,19,4,10,1.0
210,20,7,13,1.0
211,1,15,20,2.333333333333333
211,2,20,20,1.6666666666666667
211,3,21,19,1.3333333333333333
211,4,20,18,0.6666666666666666
211,5,18,21,2.333333333333333
211,6,18,18,1.0
211,7,18,22,1.0
211,8,19,20,1.0
211,9,19,20,1.0
211,10,19,20,1.3333333333333333
211,11,19,22,1.3333333333333333
211,12,19,20,1.0
211,13,19,19,1.6666666666666667
211,14,18,19,1.6666666666666667
211,15,18,20,2.0
211,16,18,17,1.0
211,17,18,18,1.0
211,18,18,19,1.0
211,19,18,18,1.0
211,20,18,9,0.3333333333333333
212,1,15,24,2.6666666666666665
212,2,19,23,2.6666666666666665
212,3,20,23,2.6666666666666665
212,4,20,23,2.6666666666666665
212,5,20,23,2.333333333333333
212,6,20,18,0.3333333333333333
212,7,18,18,0.6666666666666666
212,8,18,21,1.0
212,9,18,21,0.3333333333333333
212,10,18,19,0.3333333333333333
212,11,17,23,1.0
212,12,18,20,0.6666666666666666
212,13,18,18,0.3333333333333333
212,14,16,21,0.6666666666666666
212,15,16,20,0.3333333333333333
212,16,16,22,-1.0
212,17,16,21,-1.3333333333333333
212,18,16,20,-1.6666666666666667
212,19,16,22,-1.3333333333333333
212,20,16,20,-1.3333333333333333
213,1,3,1,0.0
213,2,3,2,-0.6666666666666666
213,3,3,6,0.6666666666666666
213,4,3,4,0.6666666666666666
213,5,2,4,0.3333333333333333
213,6,3,4,0.0
213,7,3,4,0.0
213,8,3,4,0.3333333333333333
213,9,4,4,-0.3333333333333333
213,10,3,4,-1.0
213,11,3,5,-2.0
213,12,3,4,-1.3333333333333333
213,13,3,5,-1.6666666666666667
213,14,3,5,-1.6666666666666667
213,15,3,5,-1.3333333333333333
213,16,3,4,-1.6666666666666667
213,17,3,4,-1.6666666666666667
213,18,4,5,-1.6666666666666667
213,19,3,4,-1.0
213,20,3,5,-1.0
214,1,3,5,1.0
214,2,3,6,1.0
214,3,4,6,1.3333333333333333
214,4,5,6,1.3333333333333333
214,5,5,5,1.3333333333333333
214,6,5,6,1.3333333333333333
214,7,5,6,1.6666666666666667
214,8,5,6,1.6666666666666667
214,9,5,6,1.6666666666666667
214,10,5,6,1.6666666666666667
214,11,5,6,1.6666666666666667
214,12,5,5,1.3333333333333333
214,13,5,5,1.3333333333333333
214,14,5,6,1.6666666666666667
214,15,5,8,1.3333333333333333
214,16,5,6,2.0
214,17,5,6,1.6666666666666667
214,18,5,6,1.6666666666666667
214,19,5,8,1.3333333333333333
214,20,6,7,1.6666666666666667
215,1,4,4,1.3333333333333333
215,2,4,3,1.6666666666666667
215,3,3,3,1.6666666666666667
215,4,3,5,1.6666666666666667
215,5,4,6,2.0
215,6,5,5,1.6666666666666667
215,7,4,7,2.0
215,8,5,3,1.3333333333333333
215,9,3,6,1.6666666666666667
215,10,4,7,2.0
215,11,5,4,1.3333333333333333
215,12,4,7,1.6666666666666667
215,13,5,8,2.0
215,14,6,7,2.0
215,15,5,4,1.3333333333333333
215,16,5,8,2.0
215,17,5,6,2.0
215,18,5,6,2.0
215,19,5,9,2.0
215,20,6,6,2.0
216,1,3,2,2.6666666666666665
216,2,3,3,2.0
216,3,3,2,1.3333333333333333
216,4,3,3,2.6666666666666665
216,5,3,3,2.6666666666666665
216,6,3,0,2.6666666666666665
216,7,3,3,2.6666666666666665
216,8,2,3,2.6666666666666665
216,9,2,2,2.6666666666666665
216,10,2,4,2.6666666666666665
216,11,2,4,3.0
216,12,2,4,3.0
216,13,2,4,3.0
216,14,2,3,3.0
216,15,2,4,2.333333333333333
216,16,3,3,2.6666666666666665
216,17,2,5,2.333333333333333
216,18,2,4,2.333333333333333
216,19,3,5,3.0
216,20,3,3,3.0
217,1,7,9,0.3333333333333333
217,2,8,7,0.0
217,3,8,9,0.0
217,4,9,7,-0.3333333333333333
217,5,7,7,0.3333333333333333
217,6,8,9,-0.3333333333333333
217,7,10,10,0.3333333333333333
217,8,11,10,-0.6666666666666666
217,9,11,8,-0.6666666666666666
217,10,11,8,-0.6666666666666666
217,11,11,9,-0.3333333333333333
217,12,11,11,0.0
217,13,11,6,-0.3333333333333333
217,14,10,5,-1.0
217,15,5,9,-0.3333333333333333
217,16,9,7,-0.3333333333333333
217,17,8,9,0.0
217,18,9,10,0.0
217,19,10,10,0.0
217,20,11,10,-0.6666666666666666
218,1,9,6,-1.6666666666666667
218,2,8,11,0.6666666666666666
218,3,9,12,1.0
218,4,9,12,0.6666666666666666
218,5,10,12,-0.3333333333333333
218,6,10,15,-1.3333333333333333
218,7,11,11,-1.0
218,8,10,11,-2.333333333333333
218,9,9,8,-2.6666666666666665
218,10,8,9,-2.333333333333333
218,11,8,9,-2.0
218,12,8,8,-1.6666666666666667
218,13,8,7,-2.6666666666666665
218,14,8,8,-2.0
218,15,8,9,-0.3333333333333333
218,16,8,12,-0.6666666666666666
218,17,8,11,-0.6666666666666666
218,18,9,15,0.0
218,19,10,12,0.3333333333333333
218,20,10,13,1.0
219,1,6,6,2.6666666666666665
219,2,5,6,2.6666666666666665
219,3,4,7,1.6666666666666667
219,4,6,5,2.333333333333333
219,5,6,8,2.333333333333333
219,6,6,7,2.6666666666666665
219,7,8,9,1.3333333333333333
219,8,7,8,2.0
219,9,7,8,2.333333333333333
219,10,7,10,2.6666666666666665
219,11,10,9,1.6666666666666667
219,12,8,9,2.0
219,13,7,9,1.3333333333333333
219,14,8,11,1.3333333333333333
219,15,8,10,1.3333333333333333
219,16,7,9,1.3333333333333333
219,17,6,9,1.3333333333333333
219,18,8,9,1.0
219,19,10,10,1.6666666666666667
219,20,8,11,3.0
220,1,4,3,1.3333333333333333
220,2,4,2,0.6666666666666666
220,3,4,4,0.6666666666666666
220,4,4,3,0.6666666666666666
220,5,4,2,0.6666666666666666
220,6,4,5,0.6666666666666666
220,7,4,5,0.6666666666666666
220,8,5,4,0.6666666666666666
220,9,5,5,0.6666666666666666
220,10,5,4,0.6666666666666666
220,11,5,6,1.0
220,12,5,7,1.0
220,13,7,5,0.6666666666666666
220,14,6,6,0.6666666666666666
220,15,7,6,0.6666666666666666
220,16,6,6,0.6666666666666666
220,17,7,3,0.6666666666666666
220,18,6,3,0.6666666666666666
220,19,6,5,0.6666666666666666
220,20,6,8,0.6666666666666666
221,1,5,7,0.3333333333333333
221,2,6,7,0.0
221,3,6,7,0.0
221,4,6,7,0.0
221,5,5,7,0.3333333333333333
221,6,6,7,0.0
221,7,6,7,0.0
221,8,5,6,0.3333333333333333
221,9,6,7,0.3333333333333333
221,10,6,6,0.3333333333333333
221,11,6,8,-0.3333333333333333
221,12,5,6,-0.3333333333333333
221,13,5,6,0.0
221,14,5,6,0.0
221,15,5,6,0.0
221,16,5,6,0.0
221,17,5,5,-0.3333333333333333
221,18,5,6,-0.6666666666666666
221,19,5,5,-0.3333333333333333
221,20,5,5,-0.3333333333333333
222,1,7,8,1.0
222,2,8,9,1.6666666666666667
222,3,8,10,0.6666666666666666
222,4,8,10,0.0
222,5,8,10,-0.3333333333333333
222,6,8,9,0.3333333333333333
222,7,8,9,0.3333333333333333
222,8,8,9,0.0
222,9,8,6,0.3333333333333333
222,10,8,10,0.0
222,11,8,10,0.6666666666666666
222,12,8,12,1.0
222,13,9,10,-0.3333333333333333
222,14,8,10,0.6666666666666666
222,15,9,10,0.0
222,16,8,12,0.3333333333333333
222,17,8,9,0.3333333333333333
222,18,8,11,0.6666666666666666
222,19,8,9,-0.6666666666666666
222,20,8,11,0.3333333333333333
223,1,3,5,2.333333333333333
223,2,3,5,2.6666666666666665
223,3,4,5,2.6666666666666665
223,4,4,5,1.6666666666666667
223,5,4,4,2.333333333333333
223,6,4,4,2.6666666666666665
223,7,4,6,2.0
223,8,5,5,2.0
223,9,4,6,2.6666666666666665
223,10,4,2,0.6666666666666666
223,11,3,4,1.6666666666666667
223,12,3,4,1.6666666666666667
223,13,3,5,2.6666666666666665
223,14,3,7,2.6666666666666665
223,15,4,8,2.6666666666666665
223,16,4,4,2.0
223,17,4,9,2.6666666666666665
223,18,6,9,2.6666666666666665
223,19,6,8,2.6666666666666665
223,20,6,10,2.6666666666666665
224,1,5,3,1.6666666666666667
224,2,5,5,3.0
224,3,4,3,0.0
224,4,3,4,2.6666666666666665
224,5,4,2,-0.6666666666666666
224,6,3,4,2.333333333333333
224,7,4,4,1.0
224,8,4,3,-1.3333333333333333
224,9,3,3,-0.6666666666666666
224,10,3,2,-0.6666666666666666
224,11,2,6,1.6666666666666667
224,12,4,3,1.3333333333333333
224,13,3,7,3.0
224,14,5,6,3.0
224,15,5,4,1.0
224,16,4,4,2.333333333333333
224,17,4,5,2.0
224,18,4,6,3.0
224,19,5,2,-1.0
224,20,4,3,-1.3333333333333333
225,1,8,12,-0.3333333333333333
225,2,10,13,0.3333333333333333
225,3,10,13,0.3333333333333333
225,4,10,15,0.6666666666666666
225,5,10,11,0.0
225,6,10,13,0.6666666666666666
225,7,10,11,0.6666666666666666
225,8,10,11,-0.3333333333333333
225,9,10,14,-0.3333333333333333
225,10,10,12,-1.3333333333333333
225,11,10,12,0.0
225,12,10,11,0.0
225,13,10,15,0.0
225,14,10,15,0.0
225,15,10,13,0.0
225,16,10,16,0.6666666666666666
225,17,10,15,0.3333333333333333
225,18,10,13,0.3333333333333333
225,19,10,16,1.0
225,20,12,12,1.3333333333333333
226,1,9,13,3.0
226,2,10,10,3.0
226,3,11,11,3.0
226,4,11,16,3.0
226,5,13,9,2.333333333333333
226,6,10,10,3.0
226,7,10,12,3.0
226,8,11,12,3.0
226,9,11,14,3.0
226,10,12,9,2.333333333333333
226,11,10,14,3.0
226,12,11,13,3.0
226,13,12,14,3.0
226,14,13,12,2.333333333333333
226,15,12,13,3.0
226,16,13,12,2.333333333333333
226,17,12,19,3.0
226,18,15,14,2.333333333333333
226,19,13,18,3.0
226,20,15,14,3.0
227,1,7,9,1.3333333333333333
227,2,7,10,1.3333333333333333
227,3,8,11,1.6666666666666667
227,4,9,11,1.3333333333333333
227,5,9,9,1.0
227,6,8,12,1.3333333333333333
227,7,9,11,1.0
227,8,9,12,1.3333333333333333
227,9,10,14,1.6666666666666667
227,10,11,13,1.3333333333333333
227,11,12,13,1.0
227,12,12,13,1.0
227,13,12,15,1.3333333333333333
227,14,13,13,0.3333333333333333
227,15,12,13,1.0
227,16,12,11,0.6666666666666666
227,17,10,12,0.6666666666666666
227,18,10,13,1.0
227,19,10,16,1.0
227,20,15,15,1.0
228,1,4,3,-2.6666666666666665
228,2,2,6,-2.0
228,3,4,5,-1.0
228,4,4,8,-0.3333333333333333
228,5,6,6,-0.3333333333333333
228,6,5,6,-0.6666666666666666
228,7,5,11,0.6666666666666666
228,8,6,10,0.6666666666666666
228,9,6,10,1.0
228,10,7,7,1.3333333333333333
228,11,7,13,1.3333333333333333
228,12,8,9,1.0
228,13,8,12,1.6666666666666667
228,14,8,13,2.0
228,15,9,8,2.0
228,16,9,12,1.6666666666666667
228,17,10,11,2.0
228,18,10,9,1.6666666666666667
228,19,10,11,1.6666666666666667
228,20,10,12,1.6666666666666667
229,1,5,11,3.0
229,2,5,11,3.0
229,3,5,11,3.0
229,4,5,12,3.0
229,5,5,11,3.0
229,6,5,8,3.0
229,7,5,9,3.0
229,8,5,10,3.0
229,9,5,7,3.0
229,10,5,15,3.0
229,11,5,11,2.6666666666666665
229,12,5,10,3.0
229,13,6,8,3.0
229,14,5,12,3.0
229,15,6,9,3.0
229,16,5,14,3.0
229,17,5,10,3.0
229,18,5,13,3.0
229,19,7,14,3.0
229,20,10,13,3.0
230,1,7,6,1.6666666666666667
230,2,7,7,2.0
230,3,8,7,0.0
230,4,8,7,-0.3333333333333333
230,5,7,8,-0.3333333333333333
230,6,6,7,1.3333333333333333
230,7,7,6,0.3333333333333333
230,8,7,8,1.6666666666666667
230,9,8,7,0.0
230,10,8,8,2.0
230,11,8,7,0.0
